visualize scatter select facid , count ( * ) from faculty as t1 join student as t2 on t1 . facid = t2 . advisor group by t1 . facid
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) asc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) desc
visualize bar select job_id , sum ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by sum ( employee_id ) desc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id asc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
visualize bar select job_id , avg ( employee_id ) from employees where salary between {value} and {value} and commission_pct != {value} or department_id != {value} group by job_id order by job_id desc
